title,table_number,cell_number,level,total,white,black,aian,asian,nhopi,sor,two,hispanic,sex,start_age,end_age,median_age
47 years,PCT12L,PCT012L154,tract,missing,N,N,N,Y,N,N,N,N,female,47,47,missing
48 years,PCT12L,PCT012L155,tract,missing,N,N,N,Y,N,N,N,N,female,48,48,missing
49 years,PCT12L,PCT012L156,tract,missing,N,N,N,Y,N,N,N,N,female,49,49,missing
50 years,PCT12L,PCT012L157,tract,missing,N,N,N,Y,N,N,N,N,female,50,50,missing
51 years,PCT12L,PCT012L158,tract,missing,N,N,N,Y,N,N,N,N,female,51,51,missing
52 years,PCT12L,PCT012L159,tract,missing,N,N,N,Y,N,N,N,N,female,52,52,missing
53 years,PCT12L,PCT012L160,tract,missing,N,N,N,Y,N,N,N,N,female,53,53,missing
54 years,PCT12L,PCT012L161,tract,missing,N,N,N,Y,N,N,N,N,female,54,54,missing
55 years,PCT12L,PCT012L162,tract,missing,N,N,N,Y,N,N,N,N,female,55,55,missing
56 years,PCT12L,PCT012L163,tract,missing,N,N,N,Y,N,N,N,N,female,56,56,missing
57 years,PCT12L,PCT012L164,tract,missing,N,N,N,Y,N,N,N,N,female,57,57,missing
58 years,PCT12L,PCT012L165,tract,missing,N,N,N,Y,N,N,N,N,female,58,58,missing
59 years,PCT12L,PCT012L166,tract,missing,N,N,N,Y,N,N,N,N,female,59,59,missing
60 years,PCT12L,PCT012L167,tract,missing,N,N,N,Y,N,N,N,N,female,60,60,missing
61 years,PCT12L,PCT012L168,tract,missing,N,N,N,Y,N,N,N,N,female,61,61,missing
62 years,PCT12L,PCT012L169,tract,missing,N,N,N,Y,N,N,N,N,female,62,62,missing
63 years,PCT12L,PCT012L170,tract,missing,N,N,N,Y,N,N,N,N,female,63,63,missing
64 years,PCT12L,PCT012L171,tract,missing,N,N,N,Y,N,N,N,N,female,64,64,missing
65 years,PCT12L,PCT012L172,tract,missing,N,N,N,Y,N,N,N,N,female,65,65,missing
66 years,PCT12L,PCT012L173,tract,missing,N,N,N,Y,N,N,N,N,female,66,66,missing
67 years,PCT12L,PCT012L174,tract,missing,N,N,N,Y,N,N,N,N,female,67,67,missing
68 years,PCT12L,PCT012L175,tract,missing,N,N,N,Y,N,N,N,N,female,68,68,missing
69 years,PCT12L,PCT012L176,tract,missing,N,N,N,Y,N,N,N,N,female,69,69,missing
70 years,PCT12L,PCT012L177,tract,missing,N,N,N,Y,N,N,N,N,female,70,70,missing
71 years,PCT12L,PCT012L178,tract,missing,N,N,N,Y,N,N,N,N,female,71,71,missing
72 years,PCT12L,PCT012L179,tract,missing,N,N,N,Y,N,N,N,N,female,72,72,missing
73 years,PCT12L,PCT012L180,tract,missing,N,N,N,Y,N,N,N,N,female,73,73,missing
74 years,PCT12L,PCT012L181,tract,missing,N,N,N,Y,N,N,N,N,female,74,74,missing
75 years,PCT12L,PCT012L182,tract,missing,N,N,N,Y,N,N,N,N,female,75,75,missing
76 years,PCT12L,PCT012L183,tract,missing,N,N,N,Y,N,N,N,N,female,76,76,missing
77 years,PCT12L,PCT012L184,tract,missing,N,N,N,Y,N,N,N,N,female,77,77,missing
78 years,PCT12L,PCT012L185,tract,missing,N,N,N,Y,N,N,N,N,female,78,78,missing
79 years,PCT12L,PCT012L186,tract,missing,N,N,N,Y,N,N,N,N,female,79,79,missing
80 years,PCT12L,PCT012L187,tract,missing,N,N,N,Y,N,N,N,N,female,80,80,missing
81 years,PCT12L,PCT012L188,tract,missing,N,N,N,Y,N,N,N,N,female,81,81,missing
82 years,PCT12L,PCT012L189,tract,missing,N,N,N,Y,N,N,N,N,female,82,82,missing
83 years,PCT12L,PCT012L190,tract,missing,N,N,N,Y,N,N,N,N,female,83,83,missing
84 years,PCT12L,PCT012L191,tract,missing,N,N,N,Y,N,N,N,N,female,84,84,missing
85 years,PCT12L,PCT012L192,tract,missing,N,N,N,Y,N,N,N,N,female,85,85,missing
86 years,PCT12L,PCT012L193,tract,missing,N,N,N,Y,N,N,N,N,female,86,86,missing
87 years,PCT12L,PCT012L194,tract,missing,N,N,N,Y,N,N,N,N,female,87,87,missing
88 years,PCT12L,PCT012L195,tract,missing,N,N,N,Y,N,N,N,N,female,88,88,missing
89 years,PCT12L,PCT012L196,tract,missing,N,N,N,Y,N,N,N,N,female,89,89,missing
90 years,PCT12L,PCT012L197,tract,missing,N,N,N,Y,N,N,N,N,female,90,90,missing
91 years,PCT12L,PCT012L198,tract,missing,N,N,N,Y,N,N,N,N,female,91,91,missing
92 years,PCT12L,PCT012L199,tract,missing,N,N,N,Y,N,N,N,N,female,92,92,missing
93 years,PCT12L,PCT012L200,tract,missing,N,N,N,Y,N,N,N,N,female,93,93,missing
94 years,PCT12L,PCT012L201,tract,missing,N,N,N,Y,N,N,N,N,female,94,94,missing
95 years,PCT12L,PCT012L202,tract,missing,N,N,N,Y,N,N,N,N,female,95,95,missing
96 years,PCT12L,PCT012L203,tract,missing,N,N,N,Y,N,N,N,N,female,96,96,missing
97 years,PCT12L,PCT012L204,tract,missing,N,N,N,Y,N,N,N,N,female,97,97,missing
98 years,PCT12L,PCT012L205,tract,missing,N,N,N,Y,N,N,N,N,female,98,98,missing
99 years,PCT12L,PCT012L206,tract,missing,N,N,N,Y,N,N,N,N,female,99,99,missing
100 to 104 years,PCT12L,PCT012L207,tract,missing,N,N,N,Y,N,N,N,N,female,100,104,missing
105 to 109 years,PCT12L,PCT012L208,tract,missing,N,N,N,Y,N,N,N,N,female,105,109,missing
110 years and over,PCT12L,PCT012L209,tract,missing,N,N,N,Y,N,N,N,N,female,110,110,missing
Under 1 year,PCT12M,PCT012M003,tract,missing,N,N,N,N,Y,N,N,N,male,0,0,missing
1 year,PCT12M,PCT012M004,tract,missing,N,N,N,N,Y,N,N,N,male,1,1,missing
2 years,PCT12M,PCT012M005,tract,missing,N,N,N,N,Y,N,N,N,male,2,2,missing
3 years,PCT12M,PCT012M006,tract,missing,N,N,N,N,Y,N,N,N,male,3,3,missing
4 years,PCT12M,PCT012M007,tract,missing,N,N,N,N,Y,N,N,N,male,4,4,missing
5 years,PCT12M,PCT012M008,tract,missing,N,N,N,N,Y,N,N,N,male,5,5,missing
6 years,PCT12M,PCT012M009,tract,missing,N,N,N,N,Y,N,N,N,male,6,6,missing
7 years,PCT12M,PCT012M010,tract,missing,N,N,N,N,Y,N,N,N,male,7,7,missing
8 years,PCT12M,PCT012M011,tract,missing,N,N,N,N,Y,N,N,N,male,8,8,missing
9 years,PCT12M,PCT012M012,tract,missing,N,N,N,N,Y,N,N,N,male,9,9,missing
10 years,PCT12M,PCT012M013,tract,missing,N,N,N,N,Y,N,N,N,male,10,10,missing
11 years,PCT12M,PCT012M014,tract,missing,N,N,N,N,Y,N,N,N,male,11,11,missing
12 years,PCT12M,PCT012M015,tract,missing,N,N,N,N,Y,N,N,N,male,12,12,missing
13 years,PCT12M,PCT012M016,tract,missing,N,N,N,N,Y,N,N,N,male,13,13,missing
14 years,PCT12M,PCT012M017,tract,missing,N,N,N,N,Y,N,N,N,male,14,14,missing
15 years,PCT12M,PCT012M018,tract,missing,N,N,N,N,Y,N,N,N,male,15,15,missing
16 years,PCT12M,PCT012M019,tract,missing,N,N,N,N,Y,N,N,N,male,16,16,missing
17 years,PCT12M,PCT012M020,tract,missing,N,N,N,N,Y,N,N,N,male,17,17,missing
18 years,PCT12M,PCT012M021,tract,missing,N,N,N,N,Y,N,N,N,male,18,18,missing
19 years,PCT12M,PCT012M022,tract,missing,N,N,N,N,Y,N,N,N,male,19,19,missing
20 years,PCT12M,PCT012M023,tract,missing,N,N,N,N,Y,N,N,N,male,20,20,missing
21 years,PCT12M,PCT012M024,tract,missing,N,N,N,N,Y,N,N,N,male,21,21,missing
22 years,PCT12M,PCT012M025,tract,missing,N,N,N,N,Y,N,N,N,male,22,22,missing
23 years,PCT12M,PCT012M026,tract,missing,N,N,N,N,Y,N,N,N,male,23,23,missing
24 years,PCT12M,PCT012M027,tract,missing,N,N,N,N,Y,N,N,N,male,24,24,missing
25 years,PCT12M,PCT012M028,tract,missing,N,N,N,N,Y,N,N,N,male,25,25,missing
26 years,PCT12M,PCT012M029,tract,missing,N,N,N,N,Y,N,N,N,male,26,26,missing
27 years,PCT12M,PCT012M030,tract,missing,N,N,N,N,Y,N,N,N,male,27,27,missing
28 years,PCT12M,PCT012M031,tract,missing,N,N,N,N,Y,N,N,N,male,28,28,missing
29 years,PCT12M,PCT012M032,tract,missing,N,N,N,N,Y,N,N,N,male,29,29,missing
30 years,PCT12M,PCT012M033,tract,missing,N,N,N,N,Y,N,N,N,male,30,30,missing
31 years,PCT12M,PCT012M034,tract,missing,N,N,N,N,Y,N,N,N,male,31,31,missing
32 years,PCT12M,PCT012M035,tract,missing,N,N,N,N,Y,N,N,N,male,32,32,missing
33 years,PCT12M,PCT012M036,tract,missing,N,N,N,N,Y,N,N,N,male,33,33,missing
34 years,PCT12M,PCT012M037,tract,missing,N,N,N,N,Y,N,N,N,male,34,34,missing
35 years,PCT12M,PCT012M038,tract,missing,N,N,N,N,Y,N,N,N,male,35,35,missing
36 years,PCT12M,PCT012M039,tract,missing,N,N,N,N,Y,N,N,N,male,36,36,missing
37 years,PCT12M,PCT012M040,tract,missing,N,N,N,N,Y,N,N,N,male,37,37,missing
38 years,PCT12M,PCT012M041,tract,missing,N,N,N,N,Y,N,N,N,male,38,38,missing
39 years,PCT12M,PCT012M042,tract,missing,N,N,N,N,Y,N,N,N,male,39,39,missing
40 years,PCT12M,PCT012M043,tract,missing,N,N,N,N,Y,N,N,N,male,40,40,missing
41 years,PCT12M,PCT012M044,tract,missing,N,N,N,N,Y,N,N,N,male,41,41,missing
42 years,PCT12M,PCT012M045,tract,missing,N,N,N,N,Y,N,N,N,male,42,42,missing
43 years,PCT12M,PCT012M046,tract,missing,N,N,N,N,Y,N,N,N,male,43,43,missing
44 years,PCT12M,PCT012M047,tract,missing,N,N,N,N,Y,N,N,N,male,44,44,missing
45 years,PCT12M,PCT012M048,tract,missing,N,N,N,N,Y,N,N,N,male,45,45,missing
46 years,PCT12M,PCT012M049,tract,missing,N,N,N,N,Y,N,N,N,male,46,46,missing
47 years,PCT12M,PCT012M050,tract,missing,N,N,N,N,Y,N,N,N,male,47,47,missing
48 years,PCT12M,PCT012M051,tract,missing,N,N,N,N,Y,N,N,N,male,48,48,missing
49 years,PCT12M,PCT012M052,tract,missing,N,N,N,N,Y,N,N,N,male,49,49,missing
50 years,PCT12M,PCT012M053,tract,missing,N,N,N,N,Y,N,N,N,male,50,50,missing
51 years,PCT12M,PCT012M054,tract,missing,N,N,N,N,Y,N,N,N,male,51,51,missing
52 years,PCT12M,PCT012M055,tract,missing,N,N,N,N,Y,N,N,N,male,52,52,missing
53 years,PCT12M,PCT012M056,tract,missing,N,N,N,N,Y,N,N,N,male,53,53,missing
54 years,PCT12M,PCT012M057,tract,missing,N,N,N,N,Y,N,N,N,male,54,54,missing
55 years,PCT12M,PCT012M058,tract,missing,N,N,N,N,Y,N,N,N,male,55,55,missing
56 years,PCT12M,PCT012M059,tract,missing,N,N,N,N,Y,N,N,N,male,56,56,missing
57 years,PCT12M,PCT012M060,tract,missing,N,N,N,N,Y,N,N,N,male,57,57,missing
58 years,PCT12M,PCT012M061,tract,missing,N,N,N,N,Y,N,N,N,male,58,58,missing
59 years,PCT12M,PCT012M062,tract,missing,N,N,N,N,Y,N,N,N,male,59,59,missing
60 years,PCT12M,PCT012M063,tract,missing,N,N,N,N,Y,N,N,N,male,60,60,missing
61 years,PCT12M,PCT012M064,tract,missing,N,N,N,N,Y,N,N,N,male,61,61,missing
62 years,PCT12M,PCT012M065,tract,missing,N,N,N,N,Y,N,N,N,male,62,62,missing
63 years,PCT12M,PCT012M066,tract,missing,N,N,N,N,Y,N,N,N,male,63,63,missing
64 years,PCT12M,PCT012M067,tract,missing,N,N,N,N,Y,N,N,N,male,64,64,missing
65 years,PCT12M,PCT012M068,tract,missing,N,N,N,N,Y,N,N,N,male,65,65,missing
66 years,PCT12M,PCT012M069,tract,missing,N,N,N,N,Y,N,N,N,male,66,66,missing
67 years,PCT12M,PCT012M070,tract,missing,N,N,N,N,Y,N,N,N,male,67,67,missing
68 years,PCT12M,PCT012M071,tract,missing,N,N,N,N,Y,N,N,N,male,68,68,missing
69 years,PCT12M,PCT012M072,tract,missing,N,N,N,N,Y,N,N,N,male,69,69,missing
70 years,PCT12M,PCT012M073,tract,missing,N,N,N,N,Y,N,N,N,male,70,70,missing
71 years,PCT12M,PCT012M074,tract,missing,N,N,N,N,Y,N,N,N,male,71,71,missing
72 years,PCT12M,PCT012M075,tract,missing,N,N,N,N,Y,N,N,N,male,72,72,missing
73 years,PCT12M,PCT012M076,tract,missing,N,N,N,N,Y,N,N,N,male,73,73,missing
74 years,PCT12M,PCT012M077,tract,missing,N,N,N,N,Y,N,N,N,male,74,74,missing
75 years,PCT12M,PCT012M078,tract,missing,N,N,N,N,Y,N,N,N,male,75,75,missing
76 years,PCT12M,PCT012M079,tract,missing,N,N,N,N,Y,N,N,N,male,76,76,missing
77 years,PCT12M,PCT012M080,tract,missing,N,N,N,N,Y,N,N,N,male,77,77,missing
78 years,PCT12M,PCT012M081,tract,missing,N,N,N,N,Y,N,N,N,male,78,78,missing
79 years,PCT12M,PCT012M082,tract,missing,N,N,N,N,Y,N,N,N,male,79,79,missing
80 years,PCT12M,PCT012M083,tract,missing,N,N,N,N,Y,N,N,N,male,80,80,missing
81 years,PCT12M,PCT012M084,tract,missing,N,N,N,N,Y,N,N,N,male,81,81,missing
82 years,PCT12M,PCT012M085,tract,missing,N,N,N,N,Y,N,N,N,male,82,82,missing
83 years,PCT12M,PCT012M086,tract,missing,N,N,N,N,Y,N,N,N,male,83,83,missing
84 years,PCT12M,PCT012M087,tract,missing,N,N,N,N,Y,N,N,N,male,84,84,missing
85 years,PCT12M,PCT012M088,tract,missing,N,N,N,N,Y,N,N,N,male,85,85,missing
86 years,PCT12M,PCT012M089,tract,missing,N,N,N,N,Y,N,N,N,male,86,86,missing
87 years,PCT12M,PCT012M090,tract,missing,N,N,N,N,Y,N,N,N,male,87,87,missing
88 years,PCT12M,PCT012M091,tract,missing,N,N,N,N,Y,N,N,N,male,88,88,missing
89 years,PCT12M,PCT012M092,tract,missing,N,N,N,N,Y,N,N,N,male,89,89,missing
90 years,PCT12M,PCT012M093,tract,missing,N,N,N,N,Y,N,N,N,male,90,90,missing
91 years,PCT12M,PCT012M094,tract,missing,N,N,N,N,Y,N,N,N,male,91,91,missing
92 years,PCT12M,PCT012M095,tract,missing,N,N,N,N,Y,N,N,N,male,92,92,missing
93 years,PCT12M,PCT012M096,tract,missing,N,N,N,N,Y,N,N,N,male,93,93,missing
94 years,PCT12M,PCT012M097,tract,missing,N,N,N,N,Y,N,N,N,male,94,94,missing
95 years,PCT12M,PCT012M098,tract,missing,N,N,N,N,Y,N,N,N,male,95,95,missing
96 years,PCT12M,PCT012M099,tract,missing,N,N,N,N,Y,N,N,N,male,96,96,missing
97 years,PCT12M,PCT012M100,tract,missing,N,N,N,N,Y,N,N,N,male,97,97,missing
98 years,PCT12M,PCT012M101,tract,missing,N,N,N,N,Y,N,N,N,male,98,98,missing
99 years,PCT12M,PCT012M102,tract,missing,N,N,N,N,Y,N,N,N,male,99,99,missing
100 to 104 years,PCT12M,PCT012M103,tract,missing,N,N,N,N,Y,N,N,N,male,100,104,missing
105 to 109 years,PCT12M,PCT012M104,tract,missing,N,N,N,N,Y,N,N,N,male,105,109,missing
110 years and over,PCT12M,PCT012M105,tract,missing,N,N,N,N,Y,N,N,N,male,110,110,missing
Under 1 year,PCT12M,PCT012M107,tract,missing,N,N,N,N,Y,N,N,N,female,0,0,missing
1 year,PCT12M,PCT012M108,tract,missing,N,N,N,N,Y,N,N,N,female,1,1,missing
2 years,PCT12M,PCT012M109,tract,missing,N,N,N,N,Y,N,N,N,female,2,2,missing
3 years,PCT12M,PCT012M110,tract,missing,N,N,N,N,Y,N,N,N,female,3,3,missing
4 years,PCT12M,PCT012M111,tract,missing,N,N,N,N,Y,N,N,N,female,4,4,missing
5 years,PCT12M,PCT012M112,tract,missing,N,N,N,N,Y,N,N,N,female,5,5,missing
6 years,PCT12M,PCT012M113,tract,missing,N,N,N,N,Y,N,N,N,female,6,6,missing
7 years,PCT12M,PCT012M114,tract,missing,N,N,N,N,Y,N,N,N,female,7,7,missing
8 years,PCT12M,PCT012M115,tract,missing,N,N,N,N,Y,N,N,N,female,8,8,missing
9 years,PCT12M,PCT012M116,tract,missing,N,N,N,N,Y,N,N,N,female,9,9,missing
10 years,PCT12M,PCT012M117,tract,missing,N,N,N,N,Y,N,N,N,female,10,10,missing
11 years,PCT12M,PCT012M118,tract,missing,N,N,N,N,Y,N,N,N,female,11,11,missing
12 years,PCT12M,PCT012M119,tract,missing,N,N,N,N,Y,N,N,N,female,12,12,missing
13 years,PCT12M,PCT012M120,tract,missing,N,N,N,N,Y,N,N,N,female,13,13,missing
14 years,PCT12M,PCT012M121,tract,missing,N,N,N,N,Y,N,N,N,female,14,14,missing
15 years,PCT12M,PCT012M122,tract,missing,N,N,N,N,Y,N,N,N,female,15,15,missing
16 years,PCT12M,PCT012M123,tract,missing,N,N,N,N,Y,N,N,N,female,16,16,missing
17 years,PCT12M,PCT012M124,tract,missing,N,N,N,N,Y,N,N,N,female,17,17,missing
18 years,PCT12M,PCT012M125,tract,missing,N,N,N,N,Y,N,N,N,female,18,18,missing
19 years,PCT12M,PCT012M126,tract,missing,N,N,N,N,Y,N,N,N,female,19,19,missing
20 years,PCT12M,PCT012M127,tract,missing,N,N,N,N,Y,N,N,N,female,20,20,missing
21 years,PCT12M,PCT012M128,tract,missing,N,N,N,N,Y,N,N,N,female,21,21,missing
22 years,PCT12M,PCT012M129,tract,missing,N,N,N,N,Y,N,N,N,female,22,22,missing
23 years,PCT12M,PCT012M130,tract,missing,N,N,N,N,Y,N,N,N,female,23,23,missing
24 years,PCT12M,PCT012M131,tract,missing,N,N,N,N,Y,N,N,N,female,24,24,missing
25 years,PCT12M,PCT012M132,tract,missing,N,N,N,N,Y,N,N,N,female,25,25,missing
26 years,PCT12M,PCT012M133,tract,missing,N,N,N,N,Y,N,N,N,female,26,26,missing
27 years,PCT12M,PCT012M134,tract,missing,N,N,N,N,Y,N,N,N,female,27,27,missing
28 years,PCT12M,PCT012M135,tract,missing,N,N,N,N,Y,N,N,N,female,28,28,missing
29 years,PCT12M,PCT012M136,tract,missing,N,N,N,N,Y,N,N,N,female,29,29,missing
30 years,PCT12M,PCT012M137,tract,missing,N,N,N,N,Y,N,N,N,female,30,30,missing
31 years,PCT12M,PCT012M138,tract,missing,N,N,N,N,Y,N,N,N,female,31,31,missing
32 years,PCT12M,PCT012M139,tract,missing,N,N,N,N,Y,N,N,N,female,32,32,missing
33 years,PCT12M,PCT012M140,tract,missing,N,N,N,N,Y,N,N,N,female,33,33,missing
34 years,PCT12M,PCT012M141,tract,missing,N,N,N,N,Y,N,N,N,female,34,34,missing
35 years,PCT12M,PCT012M142,tract,missing,N,N,N,N,Y,N,N,N,female,35,35,missing
36 years,PCT12M,PCT012M143,tract,missing,N,N,N,N,Y,N,N,N,female,36,36,missing
37 years,PCT12M,PCT012M144,tract,missing,N,N,N,N,Y,N,N,N,female,37,37,missing
38 years,PCT12M,PCT012M145,tract,missing,N,N,N,N,Y,N,N,N,female,38,38,missing
39 years,PCT12M,PCT012M146,tract,missing,N,N,N,N,Y,N,N,N,female,39,39,missing
40 years,PCT12M,PCT012M147,tract,missing,N,N,N,N,Y,N,N,N,female,40,40,missing
41 years,PCT12M,PCT012M148,tract,missing,N,N,N,N,Y,N,N,N,female,41,41,missing
42 years,PCT12M,PCT012M149,tract,missing,N,N,N,N,Y,N,N,N,female,42,42,missing
43 years,PCT12M,PCT012M150,tract,missing,N,N,N,N,Y,N,N,N,female,43,43,missing
44 years,PCT12M,PCT012M151,tract,missing,N,N,N,N,Y,N,N,N,female,44,44,missing
45 years,PCT12M,PCT012M152,tract,missing,N,N,N,N,Y,N,N,N,female,45,45,missing
46 years,PCT12M,PCT012M153,tract,missing,N,N,N,N,Y,N,N,N,female,46,46,missing
47 years,PCT12M,PCT012M154,tract,missing,N,N,N,N,Y,N,N,N,female,47,47,missing
48 years,PCT12M,PCT012M155,tract,missing,N,N,N,N,Y,N,N,N,female,48,48,missing
49 years,PCT12M,PCT012M156,tract,missing,N,N,N,N,Y,N,N,N,female,49,49,missing
50 years,PCT12M,PCT012M157,tract,missing,N,N,N,N,Y,N,N,N,female,50,50,missing
51 years,PCT12M,PCT012M158,tract,missing,N,N,N,N,Y,N,N,N,female,51,51,missing
52 years,PCT12M,PCT012M159,tract,missing,N,N,N,N,Y,N,N,N,female,52,52,missing
53 years,PCT12M,PCT012M160,tract,missing,N,N,N,N,Y,N,N,N,female,53,53,missing
54 years,PCT12M,PCT012M161,tract,missing,N,N,N,N,Y,N,N,N,female,54,54,missing
55 years,PCT12M,PCT012M162,tract,missing,N,N,N,N,Y,N,N,N,female,55,55,missing
56 years,PCT12M,PCT012M163,tract,missing,N,N,N,N,Y,N,N,N,female,56,56,missing
57 years,PCT12M,PCT012M164,tract,missing,N,N,N,N,Y,N,N,N,female,57,57,missing
58 years,PCT12M,PCT012M165,tract,missing,N,N,N,N,Y,N,N,N,female,58,58,missing
59 years,PCT12M,PCT012M166,tract,missing,N,N,N,N,Y,N,N,N,female,59,59,missing
60 years,PCT12M,PCT012M167,tract,missing,N,N,N,N,Y,N,N,N,female,60,60,missing
61 years,PCT12M,PCT012M168,tract,missing,N,N,N,N,Y,N,N,N,female,61,61,missing
62 years,PCT12M,PCT012M169,tract,missing,N,N,N,N,Y,N,N,N,female,62,62,missing
63 years,PCT12M,PCT012M170,tract,missing,N,N,N,N,Y,N,N,N,female,63,63,missing
64 years,PCT12M,PCT012M171,tract,missing,N,N,N,N,Y,N,N,N,female,64,64,missing
65 years,PCT12M,PCT012M172,tract,missing,N,N,N,N,Y,N,N,N,female,65,65,missing
66 years,PCT12M,PCT012M173,tract,missing,N,N,N,N,Y,N,N,N,female,66,66,missing
67 years,PCT12M,PCT012M174,tract,missing,N,N,N,N,Y,N,N,N,female,67,67,missing
68 years,PCT12M,PCT012M175,tract,missing,N,N,N,N,Y,N,N,N,female,68,68,missing
69 years,PCT12M,PCT012M176,tract,missing,N,N,N,N,Y,N,N,N,female,69,69,missing
70 years,PCT12M,PCT012M177,tract,missing,N,N,N,N,Y,N,N,N,female,70,70,missing
71 years,PCT12M,PCT012M178,tract,missing,N,N,N,N,Y,N,N,N,female,71,71,missing
72 years,PCT12M,PCT012M179,tract,missing,N,N,N,N,Y,N,N,N,female,72,72,missing
73 years,PCT12M,PCT012M180,tract,missing,N,N,N,N,Y,N,N,N,female,73,73,missing
74 years,PCT12M,PCT012M181,tract,missing,N,N,N,N,Y,N,N,N,female,74,74,missing
75 years,PCT12M,PCT012M182,tract,missing,N,N,N,N,Y,N,N,N,female,75,75,missing
76 years,PCT12M,PCT012M183,tract,missing,N,N,N,N,Y,N,N,N,female,76,76,missing
77 years,PCT12M,PCT012M184,tract,missing,N,N,N,N,Y,N,N,N,female,77,77,missing
78 years,PCT12M,PCT012M185,tract,missing,N,N,N,N,Y,N,N,N,female,78,78,missing
79 years,PCT12M,PCT012M186,tract,missing,N,N,N,N,Y,N,N,N,female,79,79,missing
80 years,PCT12M,PCT012M187,tract,missing,N,N,N,N,Y,N,N,N,female,80,80,missing
81 years,PCT12M,PCT012M188,tract,missing,N,N,N,N,Y,N,N,N,female,81,81,missing
82 years,PCT12M,PCT012M189,tract,missing,N,N,N,N,Y,N,N,N,female,82,82,missing
83 years,PCT12M,PCT012M190,tract,missing,N,N,N,N,Y,N,N,N,female,83,83,missing
84 years,PCT12M,PCT012M191,tract,missing,N,N,N,N,Y,N,N,N,female,84,84,missing
85 years,PCT12M,PCT012M192,tract,missing,N,N,N,N,Y,N,N,N,female,85,85,missing
86 years,PCT12M,PCT012M193,tract,missing,N,N,N,N,Y,N,N,N,female,86,86,missing
87 years,PCT12M,PCT012M194,tract,missing,N,N,N,N,Y,N,N,N,female,87,87,missing
88 years,PCT12M,PCT012M195,tract,missing,N,N,N,N,Y,N,N,N,female,88,88,missing
89 years,PCT12M,PCT012M196,tract,missing,N,N,N,N,Y,N,N,N,female,89,89,missing
90 years,PCT12M,PCT012M197,tract,missing,N,N,N,N,Y,N,N,N,female,90,90,missing
91 years,PCT12M,PCT012M198,tract,missing,N,N,N,N,Y,N,N,N,female,91,91,missing
92 years,PCT12M,PCT012M199,tract,missing,N,N,N,N,Y,N,N,N,female,92,92,missing
93 years,PCT12M,PCT012M200,tract,missing,N,N,N,N,Y,N,N,N,female,93,93,missing
94 years,PCT12M,PCT012M201,tract,missing,N,N,N,N,Y,N,N,N,female,94,94,missing
95 years,PCT12M,PCT012M202,tract,missing,N,N,N,N,Y,N,N,N,female,95,95,missing
96 years,PCT12M,PCT012M203,tract,missing,N,N,N,N,Y,N,N,N,female,96,96,missing
97 years,PCT12M,PCT012M204,tract,missing,N,N,N,N,Y,N,N,N,female,97,97,missing
98 years,PCT12M,PCT012M205,tract,missing,N,N,N,N,Y,N,N,N,female,98,98,missing
99 years,PCT12M,PCT012M206,tract,missing,N,N,N,N,Y,N,N,N,female,99,99,missing
100 to 104 years,PCT12M,PCT012M207,tract,missing,N,N,N,N,Y,N,N,N,female,100,104,missing
105 to 109 years,PCT12M,PCT012M208,tract,missing,N,N,N,N,Y,N,N,N,female,105,109,missing
110 years and over,PCT12M,PCT012M209,tract,missing,N,N,N,N,Y,N,N,N,female,110,110,missing
Under 1 year,PCT12N,PCT012N003,tract,missing,N,N,N,N,N,Y,N,N,male,0,0,missing
1 year,PCT12N,PCT012N004,tract,missing,N,N,N,N,N,Y,N,N,male,1,1,missing
2 years,PCT12N,PCT012N005,tract,missing,N,N,N,N,N,Y,N,N,male,2,2,missing
3 years,PCT12N,PCT012N006,tract,missing,N,N,N,N,N,Y,N,N,male,3,3,missing
4 years,PCT12N,PCT012N007,tract,missing,N,N,N,N,N,Y,N,N,male,4,4,missing
5 years,PCT12N,PCT012N008,tract,missing,N,N,N,N,N,Y,N,N,male,5,5,missing
6 years,PCT12N,PCT012N009,tract,missing,N,N,N,N,N,Y,N,N,male,6,6,missing
7 years,PCT12N,PCT012N010,tract,missing,N,N,N,N,N,Y,N,N,male,7,7,missing
8 years,PCT12N,PCT012N011,tract,missing,N,N,N,N,N,Y,N,N,male,8,8,missing
9 years,PCT12N,PCT012N012,tract,missing,N,N,N,N,N,Y,N,N,male,9,9,missing
10 years,PCT12N,PCT012N013,tract,missing,N,N,N,N,N,Y,N,N,male,10,10,missing
11 years,PCT12N,PCT012N014,tract,missing,N,N,N,N,N,Y,N,N,male,11,11,missing
12 years,PCT12N,PCT012N015,tract,missing,N,N,N,N,N,Y,N,N,male,12,12,missing
13 years,PCT12N,PCT012N016,tract,missing,N,N,N,N,N,Y,N,N,male,13,13,missing
14 years,PCT12N,PCT012N017,tract,missing,N,N,N,N,N,Y,N,N,male,14,14,missing
15 years,PCT12N,PCT012N018,tract,missing,N,N,N,N,N,Y,N,N,male,15,15,missing
16 years,PCT12N,PCT012N019,tract,missing,N,N,N,N,N,Y,N,N,male,16,16,missing
17 years,PCT12N,PCT012N020,tract,missing,N,N,N,N,N,Y,N,N,male,17,17,missing
18 years,PCT12N,PCT012N021,tract,missing,N,N,N,N,N,Y,N,N,male,18,18,missing
19 years,PCT12N,PCT012N022,tract,missing,N,N,N,N,N,Y,N,N,male,19,19,missing
20 years,PCT12N,PCT012N023,tract,missing,N,N,N,N,N,Y,N,N,male,20,20,missing
